         369190 function calls (367381 primitive calls) in 1.167 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/streams/tls.py:32(TLSAttribute)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:961(close)
       11    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/element.py:2869(__init__)
       29    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/builder/__init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:43(HTTP11Connection)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2841(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1021(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_utils.py:47(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:504(_from_parts)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_synchronization.py:493(CapacityLimiter)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2839(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:1058(_splittype)
       30    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:846(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:292(isclass)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/from_thread.py:145(BlockingPortal)
        3    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:491(send)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection_pool.py:128(create_connection)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_events.py:315(EndOfMessage)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextvars.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:1275(__enter__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/__init__.py:178(sub)
        6    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex04/./financial_enhanced.py:43(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1060(__init__)
        2    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:305(headers)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/readers.py:85(joinpath)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/encodings/idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/socket.py:495(_real_close)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection.py:170(close)
        9    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/filter.py:245(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/readers.py:16(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_adapters.py:165(wrap_spec)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_models.py:371(__init__)
       48    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:252(get_list)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1918(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urls.py:150(username)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:687(parse_qs)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_synchronization.py:350(Semaphore)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/builder/__init__.py:204(__init__)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1378(get_resource_reader)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_common.py:42(resolve)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:927(iterdir)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1720(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/__init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/lowlevel.py:90(RunVar)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/request.py:301(request_host)
        6    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/from_thread.py:398(BlockingPortalProvider)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:221(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_sockets.py:42(SocketAttribute)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_async/http11.py:43(AsyncHTTP11Connection)
       13    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_util.py:127(bytesify)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:74(_load_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1136(get_resource_reader)
       18    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:523(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1634(<genexpr>)
        1    0.000    0.000    0.006    0.006 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/request.py:2662(getproxies)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/streams/tls.py:251(TLSListener)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:516(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/lowlevel.py:77(_NoValueSet)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1766(_static_getmro)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_synchronization.py:607(CapacityLimiterAdapter)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:904(wrapper)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_ssl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_synchronization.py:267(__enter__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:729(parse_qsl)
        2    0.000    0.000    0.003    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_common.py:17(files)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/message.py:150(__init__)
       21    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ssl.py:1203(send)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/request.py:401(add_header)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/random.py:367(choice)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/streams/memory.py:72(MemoryObjectReceiveStream)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:81(_body_framing)
        1    0.000    0.000    0.010    0.010 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/fake_useragent/fake.py:340(random)
        1    0.000    0.000    0.132    0.132 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/__init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_typedattr.py:36(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:585(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:328(__delitem__)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:274(has_expired)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:468(read)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection.py:39(__init__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/signal.py:49(decorator)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:505(isbuiltin)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_async/interfaces.py:20(AsyncRequestInterface)
       14    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/from_thread.py:137(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_decoders.py:311(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:907(pop)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_synchronization.py:148(Lock)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/message.py:908(get_content_charset)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:130(close)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:1245(is_dir)
        2    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:546(__fspath__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1688(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection.py:38(HTTPConnection)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection_pool.py:347(close)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:530(_make_child)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urlparse.py:200(__str__)
        8    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_trace.py:55(__exit__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:877(_make_child_relpath)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_headers.py:122(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_decoders.py:92(__init__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:731(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1268(__mro_entries__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_models.py:249(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:1228(__bool__)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/socket.py:505(detach)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/builder/_lxml.py:110(initialize_soup)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:391(_merge_url)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:293(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:688(charset_encoding)
       20    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/_distutils_hack/__init__.py:96(<lambda>)
        7    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:652(encoding)
        1    0.000    0.000    0.075    0.075 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:876(read)
        4    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_synchronization.py:271(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:457(_build_request_auth)
        1    0.000    0.000    0.809    0.809 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:1036(get)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:424(_merge_headers)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:72(_keep_alive)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:231(multi_items)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_async/http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/streams/memory.py:36(MemoryObjectItemReceiver)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_tasks.py:37(TaskGroup)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1769(_check_instance)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:961(_find_data_repr_)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:659(unquote)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urls.py:282(raw_path)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:583(set)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:515(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/builder/__init__.py:721(warn_if_markup_looks_like_xml)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:771(has_redirect_location)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ssl.py:740(verify_mode)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:234(_enforce_trailing_slash)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:115(_decode_args)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/http/cookiejar.py:884(__init__)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_synchronization.py:240(__init__)
