         369190 function calls (367381 primitive calls) in 1.167 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/concurrent/futures/_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_eventloop.py:1(<module>)
  117/116    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection_pool.py:270(_assign_requests_to_connections)
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:444(_uniq)
        1    0.000    0.000    0.732    0.732 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:230(handle_request)
       50    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urlparse.py:223(<genexpr>)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_writers.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       68    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1810(<genexpr>)
       53    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1091(__new__)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_async/http11.py:1(<module>)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/types.py:164(__init__)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_events.py:337(__init__)
       18    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_receivebuffer.py:87(maybe_extract_next_line)
        1    0.000    0.000    0.733    0.733 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:1001(_send_single_request)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_fileio.py:215(Path)
       22    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       11    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:697(Optional)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:1270(info)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:735(unwrap)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/streams/stapled.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:396(_simple)
       57    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       87    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       13    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:222(__init__)
       92    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_readers.py:64(_decode_header_lines)
        1    0.000    0.000    0.002    0.002 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_backends/sync.py:1(<module>)
       68    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:109(__init__)
        1    0.000    0.000    0.003    0.003 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_eventloop.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:410(<listcomp>)
        1    0.000    0.000    0.032    0.032 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_backends/sync.py:188(connect_tcp)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1441(formatannotation)
    25/21    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/filter.py:490(_make_match_rules)
    17/15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.732    0.732 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection_pool.py:199(handle_request)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2035(__init_subclass__)
       15    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:548(<dictcomp>)
        9    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/filter.py:224(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/connection_pool.py:1(<module>)
      9/3    0.000    0.000    0.075    0.025 {built-in method builtins.__import__}
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:592(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:703(Literal)
       72    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:888(__eq__)
        7    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3024(from_callable)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:139(Connection)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_async/connection_pool.py:1(<module>)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_typedattr.py:25(__init_subclass__)
       62    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/utils.py:260(decode_params)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_models.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2773(__str__)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:167(get_annotations)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:481(__prepare__)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/readers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:260(contextmanager)
       29    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/element.py:2173(get_attribute_list)
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:938(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1017(<listcomp>)
       98    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_tasks.py:1(<module>)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:386(<listcomp>)
        1    0.000    0.000    0.098    0.098 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/fake_useragent/fake.py:99(__init__)
       54    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/element.py:2272(__eq__)
       76    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:396(<genexpr>)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:2081(getLogger)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.044    0.044 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_synchronization.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:452(urlsplit)
        1    0.000    0.000    0.103    0.103 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:639(__init__)
    51/20    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.096    0.096 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_transports/default.py:136(__init__)
        3    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urls.py:77(__init__)
       44    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:603(<genexpr>)
        8    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:284(__getitem__)
        1    0.000    0.000    0.074    0.074 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_api.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:509(_init_param)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:929(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:975(_find_data_type_)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1336(getfullargspec)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/message.py:694(get_param)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/abc/_tasks.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_itertools.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:624(_cmp_fn)
        7    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_headers.py:205(get_comma_header)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:437(_field_assign)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:573(<listcomp>)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:744(__delattr__)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1043(<listcomp>)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:288(is_idle)
        4    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       76    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1106(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:939(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_events.py:82(__init__)
        1    0.000    0.000    0.010    0.010 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex04/./financial_enhanced.py:30(finder)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:838(__init__)
       47    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2065(_signature_is_builtin)
    16/10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:224(_type_repr)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_writers.py:22(write_headers)
       14    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/element.py:1873(_all_strings)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:47(__init__)
        1    0.000    0.000    0.010    0.010 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ssl.py:745(create_default_context)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:340(build_request)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:732(_compose_mro)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_backends/mock.py:1(<module>)
       65    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:384(_mk_bitmap)
        8    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:293(<listcomp>)
       27    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_readers.py:43(_obsolete_line_fold)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1611(__getitem__)
        1    0.000    0.000    0.032    0.032 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_backends/sync.py:144(start_tls)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/__init__.py:666(reset)
       15    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_util.py:108(__new__)
        1    0.000    0.000    0.018    0.018 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_utils.py:8(is_socket_readable)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/utils.py:222(unquote)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_backends/anyio.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_urlparse.py:497(quote)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/message.py:524(get_all)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:641(text)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1378(_fixupParents)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/sniffio/_impl.py:1(<module>)
       29    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3019(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:256(getwhile)
      118    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1004(_find_new_)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/anyio/_core/_typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:383(__init__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:484(_parse_args)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/encodings/idna.py:1(<module>)
        4    0.000    0.000    0.010    0.003 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/bs4/element.py:2715(find_all)
        3    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/h11/_connection.py:518(send_with_data_passthrough)
       26    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_exceptions.py:1(<module>)
       24    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1202(dataclass)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/http11.py:140(_send_request_headers)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1625(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_client.py:156(close)
      7/3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1500(__repr__)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1947(_signature_get_user_defined_method)
        3    0.000    0.000    0.002    0.001 <frozen codecs>:319(decode)
       35    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:67(_normalize_header_key)
       98    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       41    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:94(closegroup)
        3    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1231(create_module)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:228(__set_name__)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:638(_hash_fn)
        1    0.000    0.000    0.010    0.010 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_config.py:23(create_ssl_context)
        1    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpcore/_sync/interfaces.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:74(_normalize_header_value)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:465(_get_charset_prefix)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:845(_hash_add)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.001    0.001 /Users/mabellec/Desktop/projects/DS1_Boot/DS_Bootcamp.Day03-1/src/ex02/mabellec/lib/python3.11/site-packages/httpx/_models.py:1249(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       70    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/message.py:73(_parseparam)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:228(_acquireLock)
